proxy	x	y	z
BarrierConcreteRoadSide_01_B_DDPF	1.298550	0.611027	0.503473
BarrierConcreteRoadSide_02_A	1.542010	0.696236	0.476748
BarrierConcreteRoadSide_02_B	1.545500	0.676892	0.521527
BarrierConcreteWall_01	13.458418	3.216913	0.963331
BarrierConcreteWall_01_160x385	1.600000	3.990199	0.959490
BarrierConcreteWall_01_192x320	1.929534	3.202082	0.963331
BarrierConcreteWall_01_192x320_A_DDPF	1.929534	3.202082	0.963331
BarrierConcreteWall_01_Row2	3.924405	3.202082	1.019681
BarrierConcreteWall_01_Row3	5.827051	3.209279	1.032180
BarrierConcreteWall_01_Row4	7.817286	3.202082	1.056170
BarrierConcreteWall_02_128x385	1.286400	3.849570	1.207053
BarrierConstructionFenceMetal_01_256_300	2.636272	3.025993	0.649999
BarrierConstruction_01_256_120	10.448868	1.199691	0.768406
BarrierConstruction_01_256_120_B	2.636272	1.199691	0.649999
BarrierConstruction_01_256_120_DDPF	2.636272	1.199691	0.649999
BarrierHescoWire_Straight_01_256	2.647235	4.366636	2.705411
BarrierHescoWire_Straight_01_512	2.686236	4.366639	7.886445
BarrierHesco_01_128x120	1.303119	1.203431	1.343730
BarrierHesco_01_128x120_DDPF	1.303119	1.203431	1.343730
BarrierHesco_01_128x240	1.292597	2.472654	1.322221
BarrierHesco_01_128x240_DDPF	1.292597	2.472654	1.322221
BarrierHesco_01_256x240	2.563040	2.402055	2.564809
BarrierHesco_01_64x60	0.684998	0.628215	0.687122
BarrierHesco_01_64x60_DDPF	0.684998	0.628215	0.687122
BarrierHesco_01_Row01b	2.817819	2.657458	12.957529
BarrierHesco_01_Row01d	2.815689	2.738401	12.785016
BarrierHesco_01_Row02	1.434704	1.203436	11.576038
BarrierHesco_01_Row03	1.343730	1.203431	6.456055
BarrierHesco_01_Row03_Tall	1.322221	2.472654	6.410798
BarrierHesco_01_Row04b	12.928335	2.452393	2.768696
BarrierHesco_01_Row06	2.659856	2.472654	5.180151
BarrierHesco_02	2.543971	2.511392	6.319593
BarrierHesco_03	2.615543	2.472654	3.799054
BarrierHesco_Pile	2.637488	2.416153	5.712606
BarrierJerseyEnd_03_256x80	2.562658	0.800950	0.610001
BarrierJerseyFence_01	0.650124	2.964222	5.120103
BarrierJerseyFence_01_ENKARE_Blue	0.650124	2.964222	5.120103
BarrierJerseyFence_01_ENKARE_Blue_B	0.650124	2.964222	5.120103
BarrierJerseyFence_01_ENKARE_Yellow	0.650124	2.964222	5.120103
BarrierJerseyFence_01_ENKARE_Yellow_B	0.650124	2.964222	5.120103
BarrierJerseyFence_02	0.650124	2.964222	5.120103
BarrierJersey_01_256x124	2.560103	1.242774	0.650124
BarrierJersey_01_256x124_B	2.560103	1.242774	0.650124
BarrierJersey_02_256_120	2.559874	1.196422	0.624108
BarrierJersey_03_256x80	2.600727	0.801306	0.610000
BarrierJersey_Corner_01	6.766138	1.977689	6.779245
BarrierJersey_Straight_01_1024	1.764571	1.963020	10.447063
BarrierJersey_Straight_01_256	1.578185	1.979156	2.732158
BarrierJersey_Straight_01_512	1.596869	1.991355	5.305192
BarrierPlastic_01	1.973514	0.871269	0.423812
BarrierRoad_01	2.560000	1.200000	0.304799
BarriersPedestrian_01_A	2.192820	1.090645	0.361257
BarriersPedestrian_01_B	2.192820	1.090645	0.361257
BarrierStoneBlock_01_A	1.280000	1.200000	1.280000
BarrierStoneBlock_01_B	1.354683	2.401367	1.354683
BarrierStoneBlock_01_C	1.465312	3.605437	1.402409
BarrierStoneBlock_01_D	1.282096	1.200000	2.561048
BarrierStoneBlock_01_E	1.405290	2.411424	2.676753
BarrierStoneBlock_01_F	1.468642	3.600000	2.656085
BarrierStoneBlock_01_G	1.462240	2.400000	5.232517
BarrierStoneBlock_01_H	1.475497	3.707518	5.289967
BarShelvesColumns_01	5.621053	4.000082	0.768040
BarShelvesColumns_02	5.497441	4.000082	0.768040
BarShelves_01	1.560784	1.737399	0.398508
BarShelves_02	2.074795	2.170493	0.580476
BarSign_01	2.011419	0.820940	0.001802
BarSoffit_01	9.536757	1.280000	8.880000
BarSoffit_01_A_128x183_C90	1.830000	1.280000	1.830000
BarSoffit_01_A_128x33	0.330000	1.280000	0.800000
BarSoffit_01_A_128x522	5.220000	1.280000	0.800000
BarSoffit_01_A_128x588	5.880000	1.280000	0.800000
BarStool_01	0.532258	1.298966	0.623667
BarStool_01_B	0.532258	1.298966	0.623667
BarTableLong_01	5.113922	1.150243	1.275448
BaseballDugout_01_Pillar_Back	0.252592	2.124430	0.189473
BasketballNet_01	1.860627	3.819098	2.123542
Basketball_01	0.240595	0.240597	0.240595
Basketball_01_B	0.240595	0.240597	0.240595
BasketCluster_01	1.454235	1.506558	1.350325
BasketWicker_01	0.410517	0.478561	0.545536
BathroomCabinet_01	2.282280	1.382348	0.757855
BathroomCabinet_01_B	0.576417	1.099264	0.757855
BathroomKit_01A	0.099804	0.360000	0.099804
BathroomSink_02	0.852998	1.382348	0.750086
Bathtub_02	3.100255	0.985821	1.268887
BeachBall_01_B	0.445673	0.447388	0.444193
Beachfront_OutdoorDining_01	6.541668	4.298350	11.240279
BeachLoungeChair_01	0.883347	1.221319	2.642098
BeachRock_01	0.876389	0.370186	0.839616
BeachRock_03	1.072915	0.514249	1.117460
BeachSign_01	0.879932	1.816421	0.072300
BeachSteps_L_01	40.387390	3.843623	25.824078
BeachTrailStairs_01	0.372046	0.165979	2.113673
Beach_TennisCourts_02	63.598457	10.318773	43.187817
BeamRefineryConnector_01_32x32	0.313317	0.313317	0.025794
BeamRefineryConnector_01_CV180_48x64	0.474604	0.630207	0.030492
BeamRefineryConnector_01_CV90_48x48	0.475336	0.476538	0.028464
BeamRefineryFoundation_01_1024x1024x320	10.291853	3.192572	10.291028
BeamRefineryFoundation_01_1152x128x320	11.520000	3.200000	1.280000
BeamRefineryFoundation_01_128x128x320	1.280000	3.200000	1.280000
BeamRefineryFoundation_01_144x144x320	1.451237	3.200000	1.436279
BeamRefineryFoundation_01_1536x128x320	15.319998	3.200000	1.280000
BeamRefineryFoundation_01_512x128x320	5.123595	3.207551	1.274010
BeamRefineryFoundation_01_80x80x320	0.800000	3.200000	0.800000
BeamRefinery_01_A_32x32x256	0.620000	2.560045	0.620000
BeamRefinery_01_A_32x32x320	0.620000	3.198998	0.620000
BeamRefinery_01_A_32x32x416	0.620000	4.158320	0.620000
BeamRefinery_01_A_32x32x704	0.620000	7.038286	0.620000
BeamRefinery_01_A_32x32x768	0.620000	7.678286	0.620000
BeamRefinery_01_B_32x32x256	0.310024	2.560000	0.310001
BeamRefinery_01_B_32x32x512	0.310024	5.120586	0.310001
BeamRefinery_01_F_32x256	2.560000	0.319063	0.043451
BeamRefinery_01_F_32x512	5.120000	0.319093	0.042998
BeamRefinery_01_F_CV90_128x128	1.255602	1.263896	0.041809
BeamRefinery_01_F_CV90_192x192	1.898255	1.900618	0.042107
BeamRefinery_UndergroundCombined_01	3.249562	2.560008	0.188528
BeamRefinery_UndergroundCombined_01_B	4.820736	5.120293	0.187404
BeamsConcrete_01	112.352692	12.456757	58.693768
BeamsConcrete_01_A_01	35.913483	8.565998	24.238579
BeamsConcrete_01_A_02	21.069311	4.884369	12.407604
BeamsConcrete_01_A_Ridge	108.268753	1.743323	39.446720
BeamsConcrete_01_B	119.635742	11.064104	60.982346
BeamsConcrete_01_B_01	35.919407	12.223566	30.754042
BeamsConcrete_01_B_02	16.308327	5.900990	15.054276
BeamsConcrete_01_B_Ridge	106.249199	1.728339	39.939430
BeamsConcrete_01_C	159.574738	13.935919	25.790956
BeamsConcrete_01_C_01	33.552311	10.364536	16.187916
BeamsConcrete_01_C_02	33.804192	10.498283	19.307217
BeamsConcrete_01_C_03	29.519104	9.060352	19.578186
BeamsConcrete_01_C_Ridge	167.699677	11.730668	26.449589
BeamsConcrete_01_D	167.699677	17.856129	29.176332
BeamsConcrete_01_D_01	33.879440	8.446774	15.621269
BeamsConcrete_01_D_02	33.179283	8.441767	15.667776
BeamsConcrete_01_D_03	25.625431	5.793611	10.107847
BeamsConcrete_01_D_Ridge	159.574738	8.565637	9.249454
BeamsConcrete_01_Perpendicular	1.062973	1.789727	23.217403
Beamsupport_01	4.622393	2.194384	1.107504
Beamsupport_02	3.112220	2.165848	0.999574
BeamsWarehouseCeiling_01_A_1024x1024	10.240000	0.241093	10.240000
BeddingRural_01_A	0.809498	0.281437	0.400943
BeddingRural_01_B	0.393340	0.209822	0.380449
BeddingRural_01_C	1.049964	0.514961	0.685528
BeddingRural_01_D	0.535697	0.229290	0.523968
Bedding_Set_01_Sheet	2.241831	0.025869	1.926346
Bedding_Set_02	1.701690	0.673448	1.377341
Bedding_Set_02_A_02	5.093748	0.110004	1.348621
Bedding_Set_02_B	5.093748	0.110004	1.348621
Bedding_Set_02_B_02	2.520752	0.126055	1.303905
BedFrame_02	1.968834	1.652189	2.671892
BedMattress_02	2.348486	0.525952	2.647665
BedMilitary_01_A	1.007758	0.716905	2.230331
BedMilitary_01_B	1.007758	0.716905	2.230331
BedSetBlanket_01_A	1.519659	0.138826	1.659931
BedSetBlanket_01_B	1.274103	0.226539	1.205572
BedSetBlanket_01_C	1.164814	0.202239	2.071429
BedSetPillow_01	0.933859	0.178988	0.540187
BedSetSleepmat_01	0.796409	0.000379	1.969795
BedWornFrame_01	1.491242	0.989645	2.171669
BedWornMattress_01	1.441910	0.193741	2.064013
Bed_01	2.514063	1.476971	2.857526
Bed_02	2.348486	1.652189	2.747743
BeerBoxStack_01_A	1.039226	1.803372	0.645920
BeerBoxStack_01_B	1.032317	1.204164	0.646273
BeerTap_01	2.004223	0.503452	0.417644
BenchRural_01	1.608087	0.868775	0.429203
BenchWaterfront_01	1.562019	0.460907	0.471438
BenchWooden_01_B	3.091466	0.850591	0.648818
BenchWood_01	1.734999	0.494932	0.420000
Bench_01	1.805357	0.857974	0.642202
BeverageFridge_01_A	1.067232	2.720821	1.048666
BeverageFridge_01_B	1.067232	2.720821	1.048666
BeverageFridge_01_C	1.067309	3.200047	1.016117
BeverageFridge_01_D	3.200000	3.200000	1.015194
BF03_DiegeticRadRadioPlayer_BoomBoxVariant_Spatial_01	0.737441	0.474509	0.153854
Bicycle_01_B	0.514761	1.191044	2.177056
Bicycle_01_C	0.514761	1.191044	2.177056
BikeRackLong_01	1.679349	0.797572	0.131345
BikeRack_01	0.159040	0.823831	0.808681
BikeURack_01	0.816689	0.887695	0.152360
BillboardBuilding_01_A	7.680013	8.320000	0.640166
BillboardBuilding_01_B	7.680013	8.320000	0.640166
BillboardBuilding_02	7.360194	7.360562	0.162071
Billboard_01	14.120201	18.164381	6.486182
Billboard_01_Ads_Car	14.120201	18.211403	6.486182
Billboard_01_Ads_EvacAlpha	12.622627	14.162842	3.388356
Billboard_01_Ads_FireEvac	14.120201	18.211403	6.486182
Billboard_01_Ads_Food	14.120201	18.211403	6.486182
Billboard_01_Ads_Food_B	14.120201	18.211403	6.486182
Billboard_01_Ads_Insurance	14.120201	18.211403	6.486182
Billboard_01_Ads_Lawyer	14.120201	18.211403	6.486182
Billboard_01_Ads_Lawyer_B	14.120201	18.211403	6.486182
Billboard_01_Ads_Movie	14.120201	18.211403	6.486182
Billboard_01_Ads_Movie_B	14.120201	18.211403	6.486182
Billboard_01_Ads_Movie_C	14.120201	18.211403	6.486182
Billboard_01_Ads_Product	14.120201	18.211403	6.486182
Billboard_01_Ads_Product_B	14.120201	18.211403	6.486182
Billboard_01_Ads_RealEstate	14.120201	18.211403	6.486182
Billboard_01_Ads_RealEstate_B	14.120201	18.211403	6.486182
Billboard_01_Ads_RealEstate_C	14.120201	18.211403	6.486182
Billboard_01_Destroyed	22.368601	6.076805	14.674484
Billboard_02	14.022786	18.164379	11.215469
Billboard_03	14.120201	10.218348	6.522108
Billboard_04_A	11.905555	5.470941	3.388356
Billboard_04_A_Golmud	11.905555	5.470941	3.388356
Billboard_04_B	11.905555	5.470941	3.388356
Billboard_04_C	11.905555	5.405757	3.388356
Billboard_04_Sign	11.130865	5.122114	0.315730
Billboard_04_Sign_NY_Ad_Car	14.120201	19.146479	6.486182
Billboard_04_Sign_NY_Ad_RealEstate	14.120201	19.146479	6.486182
Billboard_04_Sign_NY_Ad_RealEstate_B	14.120201	19.146479	6.486182
Billboard_04_Sign_NY_Ad_RealEstate_C	14.120201	19.146479	6.486182
Billboard_Sign	12.622627	3.940574	0.221054
Billboard_Sign_03	12.622627	3.940574	0.221054
Billboard_Sign_04	12.622627	3.940574	0.140118
Billboard_Sign_Destroyed	17.809349	8.643730	3.335365
Binoculars_01	0.738146	1.586617	0.738146
Bin_01	0.403234	0.475641	0.403234
Birch_01_L	2.088029	3.328701	2.296069
Birch_01_L_B	2.127392	2.844630	2.453852
Birch_01_L_C	1.666963	3.164102	1.789043
Birch_01_M_A	4.635831	9.935484	4.474699
Birch_01_M_A_Winter	8.976133	24.591148	9.038347
Birch_01_M_B	12.727484	28.730114	12.773291
Birch_01_M_B_Winter	4.412012	9.987049	4.256518
Birch_01_M_C	10.458366	24.807795	10.485128
Birch_01_M_C_Winter	10.522547	22.371885	11.512590
Birch_01_M_D	1.419930	1.861629	1.651260
Birch_01_M_D_Winter	10.287115	28.146542	12.516700
Birch_01_M_E	10.479855	25.453146	9.133421
Birch_01_M_E_Winter	8.002211	23.793707	8.701977
Birch_01_M_F	12.211361	22.827652	12.019436
Birch_01_S	1.868979	3.596506	1.964308
Birch_01_S_A_Winter	1.807210	3.580450	1.860159
BirdsOfParadise_01_M_A	1.102673	1.093006	1.040973
BirdsOfParadise_01_M_B	1.759187	1.144783	1.725533
BlackboardSchool_02	1.540614	0.041756	2.682465
BlackLocust_01_M_A	6.022749	9.771517	7.187908
BlackLocust_01_M_B	11.723255	15.647345	12.284966
BlackLocust_01_S	4.770992	7.764900	5.370560
Blankets_01	1.717136	0.250106	0.598178
BlockageNetRoofDestroy	8.044014	4.640725	18.633898
BlockBuildingAttVent_02	1.922022	1.120435	0.221434
BlockBuildingGrdWall_01_1280x896	12.799999	10.240000	0.640000
BlockBuildingGrdWall_01_1920x896	19.199999	10.240000	0.640000
BlockBuildingTopWall_01_1280x1664	12.814651	16.638578	0.777691
BlockClusterConcrete_01	4.434438	1.862125	3.508259
BlockClusterConcrete_01_A	5.086461	1.877391	2.983101
BlockClusterConcrete_01_B	5.271850	1.862125	3.508259
BlockClusterConcrete_01_B_1	5.087723	1.862125	3.508259
BlockClusterConcrete_01_C	4.785526	5.506957	7.739500
BlockCornice_01_640x128	6.648169	1.225597	0.709092
BlockCornice_01_640x128_C90	7.589095	1.223018	1.433257
BlockoutCube_01_LightingFunctional	1.000000	1.000000	1.000000
BlockRoof_01_1280x1280	12.799991	0.320000	12.800000
BlockRoof_01_2560x2560	25.599991	0.320000	25.600000
BlockRoof_01_640x640	6.399995	0.320000	6.400000
BoarderFence_01_Signage_01	2.418267	0.578937	0.000791
BollardConcrete_02	0.318352	0.850223	0.305033
BollardWood_01	0.230701	1.364555	0.227743
BollardWood_02	0.251142	1.314887	0.235199
Bollard_01_1024	9.288072	1.100873	0.328072
Bollard_01_256	1.608072	1.100873	0.328072
Bollard_01_512	4.168071	1.100873	0.328072
Bollard_01_A	0.328072	1.100873	0.328072
Bollard_01_B	0.199593	0.766032	0.199593
Bollard_01_C	0.258086	0.854998	0.261541
Bollard_01_D	0.208201	1.068721	0.208201
Bollard_02_A	0.367955	1.051992	0.367955
Bollard_03_B	0.230691	1.065778	0.232127
Bollard_04	0.084244	1.000106	0.085804
Bomb	1.000000	1.000000	1.000000
Bookcase_02	1.036592	2.277075	0.399544
Bookshe01	1.043602	2.555366	0.535942
Bookshe01_DDPF	1.043602	2.555366	0.535942
Bookshe01_destroyed	1.322506	0.331787	1.320976
BooksPile_01_A	1.459432	0.126480	1.442826
BooksPile_01_B	1.587716	0.061347	1.624232
BooksPile_01_C	1.573213	0.097352	1.999059
BooksPile_01_D	0.344929	0.060447	0.241393
Books_01_A	0.279581	0.050144	0.197087
Books_01_B	0.248931	0.043619	0.170714
Books_01_C	0.236020	0.035668	0.154529
Books_01_D	0.289605	0.127723	0.202506
Boots_01	0.295063	0.283236	0.328833
BorderFenceDoorFrame_01	5.153490	6.229444	1.537328
BorderFenceDoor_01	1.377440	3.179580	0.080000
BorderFencePole_01	4.933736	6.551858	8.597429
BorderFencePole_02	0.200000	5.990220	0.198731
BorderFenceTarp_01_2048	20.518202	6.229445	1.537328
BorderFenceTarp_01_2048_B	20.267353	3.715418	0.013305
BorderFenceTarp_01_512	4.924006	3.779445	0.010196
BorderFenceTarp_01_512_Angled	5.153490	7.292250	1.537328
BorderFenceTarp_01_512_Angled_B	4.913412	4.697814	0.014354
BorderFenceTarp_01_512_B	5.149831	6.229444	1.537328
BorderFenceTarp_01_512_Golmud	4.924006	3.779445	0.010196
BorderFenceTarp_01_512_Grey	5.149831	6.229444	1.537328
BorderFenceVehicleGate_01	4.952558	4.921599	0.136717
BorderFence_01_1024	10.269832	6.229444	1.537328
BorderFence_01_1024_Angled	10.274523	8.328278	1.539382
BorderFence_01_2048	20.518202	6.229445	1.537328
BorderFence_01_512	5.149831	6.229444	1.537328
BorderFence_01_512_Angled	5.153490	7.292250	1.537328
BottleCrate_01_B	0.640413	0.400009	0.480397
BottleCrate_01_C	0.640413	0.400009	0.480397
BottleKetchup_01	0.067334	0.244682	0.067334
BottleMustard_01	0.067857	0.243829	0.067857
Bottle_01_A	0.197108	0.343252	0.223578
Bottle_01_B	0.104506	0.384530	0.101023
Bottle_01_C	0.116063	0.445533	0.100513
Bottle_02	0.073762	0.262105	0.073762
BougainvilleaPotted_01_M	1.817649	1.983048	1.670957
Bougainvillea_01_L_A	4.151319	3.728181	5.234453
Bougainvillea_01_L_B	2.580721	3.099349	3.675698
Bougainvillea_01_M	1.746787	1.622380	1.712146
Bougainvillea_01_M_B	1.718665	1.669922	1.706886
BowlOfFruit_01	0.436875	0.385510	0.460574
BoxCardboardStackSmall_01	0.596365	0.401412	0.440592
BoxCardboard_01_A	0.614916	0.428123	0.226542
BoxCardboard_01_B	0.509321	0.605860	0.748028
BoxCardboard_01_C	0.572885	0.604708	1.076262
BoxCardboard_01_D	1.106945	0.278407	1.207661
BoxCardboard_01_E	0.455772	0.592800	0.586424
BoxesCardboardStackSmall_01	1.206418	1.187687	2.044197
BoxesCardboardStackSmall_01_A_Snow	1.206418	1.187687	2.044197
BoxesCardboardStack_01_A	2.395823	2.040472	1.308153
BoxesCardboardStack_01_B	2.305461	1.264407	1.210668
BoxesCardboardStack_01_B_Snow	2.305461	1.264407	1.210668
BoxesCardboardStack_01_D	2.301769	1.063314	1.210668
BoxesCardboardStack_02_A	1.544487	2.056781	1.275029
BoxesCardboardStack_02_B	1.698935	1.893780	1.228557
BoxesCardboardStack_02_C	1.172672	1.042192	1.173832
BoxesCardboardStack_03_A	1.544487	0.769420	1.126784
BoxesCardboardStack_03_A_Snow	1.544487	0.769420	1.126784
BoxesCardboardStack_03_B	1.155771	1.034487	0.779328
BoxesPallet_01	1.984665	2.940925	1.435178
BoxesPallet_01_sand	1.984665	2.940925	1.435178
BoxesPallet_02	1.984665	2.373672	1.472691
BoxesPallet_03	2.162282	2.401297	1.563618
BoxShoe_01	0.440994	0.146187	0.260372
BoxwoodPotted_01_S_A	1.081506	1.415721	1.222869
BoxwoodPotted_01_S_B	1.689538	1.009339	0.719295
BoxwoodWall_01_1024x120	10.777107	1.574478	1.372592
BoxwoodWall_01_1024x220	10.945178	2.451091	1.303028
BoxwoodWall_01_1024x440	10.964268	4.187019	1.611630
BoxwoodWall_01_256x120	3.328812	1.577526	1.456628
BoxwoodWall_01_256x220	3.223021	2.460386	1.364979
BoxwoodWall_01_256x440	3.010697	4.070052	1.444888
BoxwoodWall_01_256x60	3.187711	1.054171	1.107209
BoxwoodWall_01_512x120	5.523135	1.530364	1.426350
BoxwoodWall_01_512x220	5.789393	2.384183	1.338185
BoxwoodWall_01_512x440	6.042843	4.166030	1.458088
BoxwoodWall_01_S_A_1024	11.549503	2.528188	1.517656
BoxWood_01	1.404989	0.714556	0.986155
Boxwood_01_L	5.573958	3.943113	5.378103
Boxwood_01_L_B	6.186027	4.538630	6.371280
Boxwood_01_M	2.089645	1.643975	2.106722
Boxwood_01_S	1.688779	0.750124	0.714999
BreachingSledgeHammer_01	0.078891	0.816335	0.236358
Bread_01	0.335546	0.155137	0.306645
BrickConcretePile_01	3.309350	1.088300	2.652815
BrickPileLarge_01	5.524993	1.137299	4.991441
BrickPileSmall_01	2.635937	0.633948	3.361137
BrickPile_01	0.783265	0.216368	0.915726
BrickPile_02	0.834113	0.214376	0.364040
BrickPile_03	0.773403	0.392249	0.359431
BrickRow_01	1.845744	0.160772	0.400113
BrickStack_01	0.578645	0.162794	0.204029
BrickStack_01_A_120	1.854028	1.216256	1.856596
BrickStack_01_A_180	1.864037	1.802807	1.861271
BrickStack_01_B_120	2.005076	1.200699	2.015026
BrickStack_01_B_180	2.016962	1.801724	2.015026
Brick_01	0.153841	0.105319	0.328878
Brick_01_B	0.287033	0.083088	0.142562
Brick_01_C	0.292935	0.082998	0.143504
Brick_01_D	0.291621	0.082798	0.144327
Brick_01_E	0.304757	0.088451	0.151228
Brick_01_F	0.286913	0.084929	0.143118
BridgeRailwayPillars_01_B1	2.047422	13.069363	4.135573
BridgeRailwayPillars_01_B2	2.046351	13.070816	4.137365
BridgeRailwayPillars_01_B3	2.048408	13.070236	4.147584
Bridge_ExpansionJoint_01	1.401610	0.141936	15.538095
Bridge_Expansion_Joints_01	1.401610	0.141936	3.538095
Bridge_rest	4.000000	1.456835	3.500000
BroadleafUrban_01_L_A	16.019695	21.438374	18.431406
BroadleafUrban_01_L_A_Golmud	16.019695	21.438374	18.431406
BroadleafUrban_01_L_B	11.284944	21.603899	11.052791
BroadleafUrban_01_L_B_Golmud	11.284944	21.603899	11.052791
BroadleafUrban_01_L_C	16.644152	21.397226	18.890442
BroadleafUrban_01_M_A	8.732957	11.252752	8.092922
BroadleafUrban_01_M_B	10.775780	10.974655	11.366087
BroadleafUrban_01_M_B_Golmud	10.775780	10.974655	11.366087
BroadleafUrban_01_M_C	11.227446	11.086593	11.476557
Broadleaf_01_M	4.702155	6.822777	4.961502
Broadleaf_01_M_C_Golmud	4.702155	6.822777	4.961502
BrokenAsphaltRidge_01	5.421491	1.404994	1.606144
BrokenAsphaltRidge_02	5.648505	1.404999	2.200662
BrokenAsphaltRidge_02_B	5.648503	1.404997	2.200661
BrokenAsphaltRidge_03	5.466455	1.407432	2.256768
BrokenAsphaltRidge_03_B	5.466453	1.407430	2.256766
BrokenRoad_02	26.131540	2.065521	13.547220
BrokenRoad_04	21.583635	1.362341	13.367243
BrokenTruck_02	7.001819	2.874074	7.264515
BrokenTruck_03	7.001819	2.874074	7.264515
BrooklynBridgeExtension_01	224.036835	21.790836	35.842285
BrooklynBridge_01_Base	26.154888	6.554255	10.835601
BrooklynBridge_01_Under_Brigde	30.987446	6.606512	7.949004
BrooklynBridge_01_Under_Pedestrian	24.286777	3.319310	14.636066
BrooklynBridge_Base_B_Dmg_01	5.311673	12.250232	10.978271
BrooklynBridge_Base_B_Dmg_02	14.677889	10.808352	11.363216
BrooklynBridge_Base_B_Dmg_03	13.914835	11.701053	10.978758
BrooklynBridge_Extension_Road_01	497.658722	6.442675	104.603951
BrooklynBridge_LightsOff_01	1228.131348	92.727226	44.141205
BrooklynMap_01	0.735931	0.010165	0.374921
BrooklynMap_02	0.150429	0.029934	0.226079
Brooklyn_Area05_Archway_Doorframe_Double_01	5.120000	5.120000	0.640000
Brooklyn_Area05_Archway_Doorframe_Single_01	5.120000	5.120000	0.640000
Brooklyn_Backdrop_01	272.007813	181.759552	412.014404
Brooklyn_Backdrop_02	261.399048	220.561142	427.803192
Brooklyn_Backdrop_03	149.742188	157.439972	223.004639
